scenario,threshold,accuracy,precision,recall,f1
threshold_sweep,0.1,0.44925479063165363,0.32460732984293195,0.9946524064171123,0.48947368421052634
threshold_sweep,0.2,0.560681334279631,0.37410071942446044,0.9732620320855615,0.540460282108389
threshold_sweep,0.3,0.6359119943222143,0.4169653524492234,0.9331550802139037,0.5763831544178365
threshold_sweep,0.4,0.6969481902058198,0.46272855133614627,0.8796791443850267,0.6064516129032258
threshold_sweep,0.5,0.7345635202271115,0.5,0.8074866310160428,0.6175869120654397
threshold_sweep,0.6,0.7686302342086586,0.548582995951417,0.7245989304812834,0.6244239631336406
threshold_sweep,0.7,0.7906316536550745,0.616519174041298,0.5588235294117647,0.5862552594670407
threshold_sweep,0.8,0.7792760823278921,0.6721311475409836,0.32887700534759357,0.44165170556552963
threshold_sweep,0.9,0.7444996451383961,0.85,0.045454545454545456,0.08629441624365482
